protein_id	protein_name	count
LGEMPL_12325	L-ribulose-5-phosphate 4-epimerase	1
LGEMPL_12320	DNA polymerase II	1
LGEMPL_12315	RNA polymerase-associated protein RapA	1
LGEMPL_12310	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	1
LGEMPL_12355	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	1
LGEMPL_12500	cell division protein FtsW	1
LGEMPL_12495	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	1
LGEMPL_12490	phospho-N-acetylmuramoyl-pentapeptide-transferase	1
LGEMPL_12485	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	1
LGEMPL_12480	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	1
LGEMPL_12475	cell division protein FtsL	1
LGEMPL_12470	cell division protein FtsL	1
LGEMPL_12465	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	1
LGEMPL_12460	division/cell wall cluster transcriptional repressor MraZ	1
LGEMPL_12405	shikimate dehydrogenase	1
LGEMPL_12450	acetolactate synthase small subunit	1
LGEMPL_12445	acetolactate synthase 3 large subunit	1
LGEMPL_12440	transcriptional regulator LeuO	1
LGEMPL_12435	leu operon leader peptide	1
LGEMPL_12430	2-isopropylmalate synthase	1
LGEMPL_12425	3-isopropylmalate dehydrogenase	1
LGEMPL_12420	3-isopropylmalate dehydratase large subunit	1
LGEMPL_12415	3-isopropylmalate dehydratase small subunit	1
LGEMPL_12410	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	1
LGEMPL_12455	catabolite repressor/activator	1
LGEMPL_13000	sigma E protease regulator RseP	1
LGEMPL_12995	phosphatidate cytidylyltransferase	1
LGEMPL_12990	(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase	1
LGEMPL_12985	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1
LGEMPL_12980	ribosome recycling factor	1
LGEMPL_12975	UMP kinase	1
LGEMPL_12970	translation elongation factor Ts	1
LGEMPL_12965	30S ribosomal protein S2	1
LGEMPL_12710	Glucose dehydrogenase, PQQ-dependent	1
LGEMPL_12950	bifunctional uridylyltransferase/uridylyl-removing protein GlnD	1
LGEMPL_12945	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	1
LGEMPL_12940	DUF3461 domain-containing protein	1
LGEMPL_12935	DNA-binding transcriptional regulator CdaR	1
LGEMPL_12930	serine endoprotease DegP	1
LGEMPL_12925	dGTPase	1
LGEMPL_12920	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	1
LGEMPL_12915	vitamin B12 ABC transporter substrate-binding protein BtuF	1
LGEMPL_12910	Uncharacterized membrane protein YeiH	1
LGEMPL_12955	type I methionyl aminopeptidase	1
LGEMPL_13100	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	1
LGEMPL_13095	proline--tRNA ligase	1
LGEMPL_13090	YaeF family permuted papain-like enzyme	1
LGEMPL_00015	capsule assembly Wzi family protein	1
LGEMPL_13080	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	1
LGEMPL_13075	Uncharacterized conserved protein YaeQ, suppresses RfaH defect	1
LGEMPL_13070	YaeP family protein	1
LGEMPL_13065	Rho-binding antiterminator	1
LGEMPL_13060	tRNA lysidine(34) synthetase TilS	1
LGEMPL_13005	outer membrane protein assembly factor BamA	1
LGEMPL_13050	Arginine/lysine/ornithine decarboxylase	1
LGEMPL_13045	acetyl-CoA carboxylase carboxyl transferase subunit alpha	1
LGEMPL_13040	DNA polymerase III subunit alpha	1
LGEMPL_13035	lipid-A-disaccharide synthase	1
LGEMPL_13030	lipid-A-disaccharide synthase	1
LGEMPL_13025	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	1
LGEMPL_13020	3-hydroxyacyl-ACP dehydratase FabZ	1
LGEMPL_13015	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	1
LGEMPL_13010	molecular chaperone Skp	1
LGEMPL_13055	VOC family protein	1
LGEMPL_12800	Type II secretion system protein N	1
LGEMPL_12795	Prepilin leader peptidase/N-methyltransferase	1
LGEMPL_12790	ATP-dependent helicase HrpB	1
LGEMPL_12785	RNA 2',3'-cyclic phosphodiesterase	1
LGEMPL_12780	DNA/RNA nuclease SfsA	1
LGEMPL_12775	RNA polymerase-binding protein DksA	1
LGEMPL_12770	tRNA glutamyl-Q(34) synthetase GluQRS	1
LGEMPL_12765	polynucleotide adenylyltransferase PcnB	1
LGEMPL_12905	iron-sulfur cluster insertion protein ErpA	1
LGEMPL_12755	3-methyl-2-oxobutanoate hydroxymethyltransferase	1
LGEMPL_12750	pantoate--beta-alanine ligase	1
LGEMPL_12745	aspartate 1-decarboxylase	1
LGEMPL_12740	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	1
LGEMPL_12735	Phosphotransferase system, mannose/fructose-specific component IIA	1
LGEMPL_12730	Inner membrane transport permease YadH	1
LGEMPL_12725	ABC-type multidrug transport system, ATPase component	1
LGEMPL_12720	carbonate dehydratase	1
LGEMPL_12715	hypoxanthine phosphoribosyltransferase	1
LGEMPL_12760	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	1
LGEMPL_12900	H(+)/Cl(-) exchange transporter ClcA	1
LGEMPL_12895	glutamate-1-semialdehyde 2,1-aminomutase	1
LGEMPL_12890	Fe(3+)-hydroxamate ABC transporter permease FhuB	1
LGEMPL_12885	Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	1
LGEMPL_12880	Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC	1
LGEMPL_12875	ferrichrome porin FhuA	1
LGEMPL_12870	bifunctional glycosyl transferase/transpeptidase	1
LGEMPL_12865	type II secretion system assembly factor GspB	1
LGEMPL_12860	Pullulanase/glycogen debranching enzyme	1
LGEMPL_12805	Type II secretory pathway, component PulM	1
LGEMPL_12850	GspD family T2SS secretin variant PulD	1
LGEMPL_12845	type II secretion system ATPase GspE	1
LGEMPL_12840	type II secretion system inner membrane protein GspF	1
LGEMPL_12835	type II secretion system major pseudopilin GspG	1
LGEMPL_12830	type II secretion system minor pseudopilin GspH	1
LGEMPL_12825	type II secretion system minor pseudopilin GspI	1
LGEMPL_12820	type II secretion system minor pseudopilin GspJ	1
LGEMPL_12815	type II secretion system minor pseudopilin GspK	1
LGEMPL_12810	type II secretion system protein GspL	1
LGEMPL_12855	type II secretion system protein GspC	1
LGEMPL_11775	Recombination-promoting DNA endonuclease RpnC/YadD	1
LGEMPL_11770	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain	1
LGEMPL_11765	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	1
LGEMPL_11760	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	1
LGEMPL_11755	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	1
LGEMPL_11750	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	1
LGEMPL_11745	Phosphotransferase system, mannose/fructose-specific component IIA	1
LGEMPL_11740	Transcriptional regulatory protein LevR, contains PRD, AAA+ and EIIA domains	1
LGEMPL_12305	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	1
LGEMPL_11730	putative N-acetyltransferase YhbS	1
LGEMPL_11725	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	1
LGEMPL_11720	2-keto-3-deoxy-6-phosphogluconate aldolase	1
LGEMPL_11715	2-keto-3-deoxy-galactonokinase	1
LGEMPL_11710	Na+/proline symporter	1
LGEMPL_11705	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	1
LGEMPL_11700	N-acyl-D-aspartate/D-glutamate deacylase	1
LGEMPL_11695	D-serine deaminase, pyridoxal phosphate-dependent	1
LGEMPL_11690	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase	1
LGEMPL_11735	hypothetical protein	1
LGEMPL_11890	peptide chain release factor 3	1
LGEMPL_11885	pyrimidine 5'-nucleotidase	1
LGEMPL_11880	ribosomal protein S18-alanine N-acetyltransferase	1
LGEMPL_11875	DNA polymerase III subunit psi	1
LGEMPL_11870	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	1
LGEMPL_11850	Tryptophan-specific transport protein	1
LGEMPL_11845	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	1
LGEMPL_11840	siderophore-iron reductase FhuF	1
LGEMPL_11835	Phosphotransferase system cellobiose-specific component IIC	1
LGEMPL_11780	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	1
LGEMPL_11825	DNA-binding transcriptional activator BglJ	1
LGEMPL_11820	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	1
LGEMPL_11815	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_11810	4-hydroxybenzoate 3-monooxygenase	1
LGEMPL_11805	putative succinate transporter subunit YjjP	1
LGEMPL_11800	threonine/serine exporter	1
LGEMPL_11795	primosomal protein DnaT	1
LGEMPL_11790	DNA replication protein DnaC	1
LGEMPL_11785	DUF2501 domain-containing protein	1
LGEMPL_11830	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	1
LGEMPL_11580	Recombination-promoting DNA endonuclease RpnC/YadD	1
LGEMPL_11575	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_11570	LysE family translocator	1
LGEMPL_11565	DUF445 domain-containing protein	1
LGEMPL_11560	multidrug efflux MFS transporter MdtM	1
LGEMPL_11555	DUF2164 domain-containing protein	1
LGEMPL_11550	double-cubane-cluster-containing anaerobic reductase	1
LGEMPL_11545	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)	1
LGEMPL_11685	Amino acid permease	1
LGEMPL_11535	DUF2955 domain-containing protein	1
LGEMPL_11530	Multidrug resistance efflux pump EmrA	1
LGEMPL_11525	DNA-binding transcriptional regulator, MarR family	1
LGEMPL_11520	DUF1127 domain-containing protein	1
LGEMPL_11515	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1
LGEMPL_11510	FosA5 family fosfomycin resistance glutathione transferase	1
LGEMPL_11505	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_11500	hypothetical protein	1
LGEMPL_11495	Ribose/xylose/arabinose/galactoside ABC transporter permease 1	1
LGEMPL_11540	Putative Se/S carrier protein-like domain-containing protein	1
LGEMPL_11680	hypothetical protein	1
LGEMPL_11675	homoprotocatechuate degradation operon regulator HpaR	1
LGEMPL_11670	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1
LGEMPL_11665	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1
LGEMPL_11660	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	1
LGEMPL_11655	3,4-dihydroxyphenylacetate 2,3-dioxygenase	1
LGEMPL_11650	5-carboxymethyl-2-hydroxymuconate Delta-isomerase	1
LGEMPL_11645	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	1
LGEMPL_11640	4-hydroxy-2-oxoheptanedioate aldolase	1
LGEMPL_11585	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	1
LGEMPL_11630	4-hydroxyphenylacetate catabolism regulatory protein HpaA	1
LGEMPL_11625	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	1
LGEMPL_11620	4-hydroxyphenylacetate 3-monooxygenase reductase subunit	1
LGEMPL_11615	AscBF operon repressor	1
LGEMPL_11610	Lipoprotein	1
LGEMPL_11605	Carbon starvation protein CstA (peptide/pyruvate transporter)	1
LGEMPL_11600	DUF466 domain-containing protein	1
LGEMPL_11595	GTPase	1
LGEMPL_11590	Porin	1
LGEMPL_11635	4-hydroxyphenylacetate permease	1
LGEMPL_12200	citrate lyase acyl carrier protein	1
LGEMPL_12195	[citrate (pro-3S)-lyase] ligase	1
LGEMPL_12190	citrate/sodium symporter CitS	1
LGEMPL_12170	Sensor histidine kinase CitA	1
LGEMPL_12165	Transcriptional regulatory protein CitB	1
LGEMPL_12160	Ser-tRNA(Ala) deacylase AlaX (editing enzyme)	1
LGEMPL_12155	putative HTH-type transcriptional regulator LtrA	1
LGEMPL_12150	DUF805 domain-containing protein	1
LGEMPL_11895	molecular chaperone OsmY	1
LGEMPL_12140	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1
LGEMPL_12135	FKBP-type peptidyl-prolyl cis-trans isomerase	1
LGEMPL_12130	signal peptidase II	1
LGEMPL_12125	isoleucine--tRNA ligase	1
LGEMPL_12120	bifunctional riboflavin kinase/FAD synthetase	1
LGEMPL_12115	hypothetical protein	1
LGEMPL_12110	transcriptional activator NhaR	1
LGEMPL_12105	Na+/H+ antiporter NhaA	1
LGEMPL_12100	molecular chaperone DnaJ	1
LGEMPL_12145	ribonucleoside hydrolase RihC	1
LGEMPL_12300	Na+/citrate or Na+/malate symporter	1
LGEMPL_12295	Sensor histidine kinase DipB regulating citrate/malate metabolism	1
LGEMPL_12290	histidine kinase	1
LGEMPL_12285	co-chaperone DjlA	1
LGEMPL_12280	LPS assembly protein LptD	1
LGEMPL_12275	peptidylprolyl isomerase SurA	1
LGEMPL_12270	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	1
LGEMPL_12265	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	1
LGEMPL_12260	Co2+/Mg2+ efflux protein ApaG	1
LGEMPL_12205	citrate (pro-3S)-lyase subunit beta	1
LGEMPL_12250	type 3 dihydrofolate reductase	1
LGEMPL_12245	glutathione-regulated potassium-efflux system protein KefC	1
LGEMPL_12240	glutathione-regulated potassium-efflux system oxidoreductase KefF	1
LGEMPL_12235	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	1
LGEMPL_12230	carbamoyl-phosphate synthase large subunit	1
LGEMPL_12225	carbamoyl phosphate synthase small subunit	1
LGEMPL_12220	4-hydroxy-tetrahydrodipicolinate reductase	1
LGEMPL_12215	Triphosphoribosyl-dephospho-CoA synthetase	1
LGEMPL_12210	citrate lyase subunit alpha	1
LGEMPL_12255	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	1
LGEMPL_11985	2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB	1
LGEMPL_11980	inosine/xanthosine triphosphatase	1
LGEMPL_11975	trp operon repressor	1
LGEMPL_11970	murein transglycosylase	1
LGEMPL_11965	energy-dependent translational throttle protein EttA	1
LGEMPL_11960	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	1
LGEMPL_11955	DNA repair protein RadA	1
LGEMPL_11950	phosphoserine phosphatase	1
LGEMPL_12090	molecular chaperone DnaK	1
LGEMPL_11940	lipoate--protein ligase LplA	1
LGEMPL_11935	purine-nucleoside phosphorylase	1
LGEMPL_11930	phosphopentomutase	1
LGEMPL_11925	thymidine phosphorylase	1
LGEMPL_11920	deoxyribose-phosphate aldolase	1
LGEMPL_11915	Nucleoside permease NupC	1
LGEMPL_11910	metal-dependent hydrolase	1
LGEMPL_11905	putative phospholipase, patatin/cPLA2 family	1
LGEMPL_11900	UPF0391 membrane protein KPN_04833	1
LGEMPL_11945	YtjB family periplasmic protein	1
LGEMPL_12085	DUF2541 domain-containing protein	1
LGEMPL_12080	acidic protein MsyB	1
LGEMPL_12075	acetate uptake transporter	1
LGEMPL_12070	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_12065	molybdopterin adenylyltransferase	1
LGEMPL_12060	transaldolase B	1
LGEMPL_12055	Na+/alanine symporter	1
LGEMPL_12050	peroxide stress protein YaaA	1
LGEMPL_12045	Lipoprotein	1
LGEMPL_11990	MDR efflux pump AcrAB transcriptional activator RobA	1
LGEMPL_12035	homoserine kinase	1
LGEMPL_12030	bifunctional aspartate kinase/homoserine dehydrogenase I	1
LGEMPL_12025	thr operon leader peptide	1
LGEMPL_12020	tRNA/rRNA methyltransferase	1
LGEMPL_12015	two-component system response regulator ArcA	1
LGEMPL_12010	cell envelope integrity protein CreD	1
LGEMPL_12005	two-component system sensor histidine kinase CreC	1
LGEMPL_12000	two-component system response regulator CreB	1
LGEMPL_11995	protein CreA	1
LGEMPL_12040	threonine synthase	1
LGEMPL_07580	ADP-heptose--LPS heptosyltransferase RfaF	1
LGEMPL_07575	ADP-glyceromanno-heptose 6-epimerase	1
LGEMPL_07570	glycine C-acetyltransferase	1
LGEMPL_07565	L-threonine 3-dehydrogenase	1
LGEMPL_07560	Glycosyltransferase involved in cell wall bisynthesis	1
LGEMPL_07555	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	1
LGEMPL_07550	murein hydrolase activator EnvC	1
LGEMPL_07545	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1
LGEMPL_09845	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	1
LGEMPL_07535	glutaredoxin 3	1
LGEMPL_07530	protein-export chaperone SecB	1
LGEMPL_07525	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	1
LGEMPL_07520	serine O-acetyltransferase	1
LGEMPL_07515	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	1
LGEMPL_07510	FMN-dependent L-lactate dehydrogenase LldD	1
LGEMPL_07505	transcriptional regulator LldR	1
LGEMPL_07500	L-lactate permease	1
LGEMPL_07495	YibL family ribosome-associated protein	1
LGEMPL_07540	Rhodanese-related sulfurtransferase	1
LGEMPL_07675	nucleoid occlusion factor SlmA	1
LGEMPL_07670	dUTP diphosphatase	1
LGEMPL_07665	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	1
LGEMPL_07660	DNA repair protein RadC	1
LGEMPL_07655	50S ribosomal protein L28	1
LGEMPL_07650	50S ribosomal protein L33	1
LGEMPL_07645	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	1
LGEMPL_07640	pantetheine-phosphate adenylyltransferase	1
LGEMPL_07585	lipopolysaccharide heptosyltransferase RfaC	1
LGEMPL_07630	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	1
LGEMPL_07625	glycosyltransferase	1
LGEMPL_07620	Glycosyltransferase	1
LGEMPL_07615	Glycosyltransferase involved in cell wall bisynthesis	1
LGEMPL_07610	putative lipopolysaccharide heptosyltransferase III	1
LGEMPL_07605	Deacetylase	1
LGEMPL_07600	ADP-heptose:LPS heptosyltransferase	1
LGEMPL_07595	Polymerase	1
LGEMPL_07590	hypothetical protein	1
LGEMPL_07635	Lipopolysaccharide core biosynthesis glycosyltransferase WaaE	1
LGEMPL_07385	glycine--tRNA ligase subunit alpha	1
LGEMPL_07380	Glycine--tRNA ligase beta subunit	1
LGEMPL_07365	type I toxin-antitoxin system toxin HokA	1
LGEMPL_07360	ATPase components of ABC transporters with duplicated ATPase domains	1
LGEMPL_07355	Cold shock protein CspA	1
LGEMPL_07350	HTH-type transcriptional regulator	1
LGEMPL_07345	Sugar phosphate permease	1
LGEMPL_07340	DUF1307 domain-containing protein	1
LGEMPL_07490	Cytoplasmic protein	1
LGEMPL_07330	Sugar phosphate permease	1
LGEMPL_07325	Sugar or nucleoside kinase, ribokinase family	1
LGEMPL_07320	Sugar phosphate isomerase/epimerase	1
LGEMPL_07315	DNA-binding transcriptional regulator, LacI/PurR family	1
LGEMPL_07310	OmpA family lipoprotein	1
LGEMPL_07305	Anaerobic selenocysteine-containing dehydrogenase	1
LGEMPL_07300	N-acetyltransferase	1
LGEMPL_07295	DNA-3-methyladenine glycosylase I	1
LGEMPL_07290	Uncharacterized conserved protein YhjY, contains autotransporter beta-barrel domain	1
LGEMPL_07335	glyoxylate/hydroxypyruvate reductase GhrB	1
LGEMPL_07485	mannitol operon repressor MtlR	1
LGEMPL_07480	mannitol-1-phosphate 5-dehydrogenase	1
LGEMPL_07475	PTS mannitol transporter subunit IICBA	1
LGEMPL_07470	glutathione S-transferase	1
LGEMPL_07465	L-seryl-tRNA(Sec) selenium transferase	1
LGEMPL_07460	selenocysteine-specific translation elongation factor	1
LGEMPL_07455	4Fe-4S binding protein	1
LGEMPL_07450	valine--pyruvate transaminase	1
LGEMPL_07445	alpha-amylase	1
LGEMPL_07390	Outer membrane protein	1
LGEMPL_07435	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_07430	ABC-type xylose transport system, permease component	1
LGEMPL_07425	xylose ABC transporter ATP-binding protein	1
LGEMPL_07420	D-xylose ABC transporter substrate-binding protein	1
LGEMPL_07415	xylose isomerase	1
LGEMPL_07410	xylulokinase	1
LGEMPL_07405	inner membrane protein YiaB	1
LGEMPL_07400	inner membrane protein YiaA	1
LGEMPL_07395	Surface polysaccharide O-acyltransferase WecH	1
LGEMPL_07440	protein bax	1
LGEMPL_07970	multidrug efflux RND transporter outer membrane subunit EefC	1
LGEMPL_07965	multidrug efflux RND transporter permease subunit EefB	1
LGEMPL_07960	multidrug efflux RND transporter periplasmic adaptor subunit EefA	1
LGEMPL_07955	Ribosomal protein S18 acetylase RimI and related acetyltransferases	1
LGEMPL_07950	Secreted protein	1
LGEMPL_07945	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	1
LGEMPL_07940	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_07935	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_07680	Orotate phosphoribosyltransferase	1
LGEMPL_07925	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	1
LGEMPL_07920	Alkylhydroperoxidase family enzyme, contains CxxC motif	1
LGEMPL_07915	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_07910	lipoprotein NlpA	1
LGEMPL_07905	Permease of the drug/metabolite transporter (DMT) superfamily	1
LGEMPL_07900	ADP-ribose pyrophosphatase YjhB, NUDIX family	1
LGEMPL_07895	Metallo-beta-lactamase domain-containing protein	1
LGEMPL_07890	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	1
LGEMPL_07885	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	1
LGEMPL_07930	putative flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily	1
LGEMPL_08075	2-aminoethylphosphonate ABC transporter substrate-binding protein	1
LGEMPL_08070	2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT	1
LGEMPL_08065	2-aminoethylphosphonate ABC transporter permease subunit	1
LGEMPL_08060	2-aminoethylphosphonate ABC transport system, membrane component PhnV	1
LGEMPL_08050	Phosphotransferase system cellobiose-specific component IIA	1
LGEMPL_08045	Phosphotransferase system cellobiose-specific component IIC	1
LGEMPL_08040	Phosphotransferase system cellobiose-specific component IIB	1
LGEMPL_08035	DNA-binding transcriptional regulator, LacI/PurR family	1
LGEMPL_08030	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_07975	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_08020	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_08015	4-oxalmesaconate hydratase	1
LGEMPL_08010	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	1
LGEMPL_08005	4-oxalomesaconate tautomerase	1
LGEMPL_08000	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	1
LGEMPL_07995	Uncharacterized protein YicS	1
LGEMPL_07990	Permease of the drug/metabolite transporter (DMT) superfamily	1
LGEMPL_07985	PTS N-acetylmuramic acid transporter subunit IIBC	1
LGEMPL_07980	N-acetylmuramic acid 6-phosphate etherase	1
LGEMPL_08025	gallate dioxygenase	1
LGEMPL_07770	ferredoxin--NADP(+) reductase	1
LGEMPL_07765	class II fructose-bisphosphatase	1
LGEMPL_07760	ATP-dependent DNA helicase RecG	1
LGEMPL_07755	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	1
LGEMPL_07750	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	1
LGEMPL_07745	DNA-directed RNA polymerase subunit omega	1
LGEMPL_07740	guanylate kinase	1
LGEMPL_07735	NAD-dependent DNA ligase LigB	1
LGEMPL_07880	IprA winged helix-turn-helix domain-containing protein	1
LGEMPL_07725	H+/Cl- antiporter ClcA	1
LGEMPL_07720	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	1
LGEMPL_07715	2-Methylisocitrate lyase and related enzymes, PEP mutase family	1
LGEMPL_07710	Uncharacterized stationary-phase protein YicC, UPF0701 family	1
LGEMPL_07705	Putative hemolysin	1
LGEMPL_07700	Multidrug resistance efflux pump EmrA	1
LGEMPL_07695	ABC-type multidrug transport system, ATPase component	1
LGEMPL_07690	ABC-type multidrug transport system, permease component	1
LGEMPL_07685	ribonuclease PH	1
LGEMPL_07730	Uncharacterized membrane protein YeiH	1
LGEMPL_07875	Antibiotic biosynthesis monooxygenase	1
LGEMPL_07870	NADPH:quinone reductase or related Zn-dependent oxidoreductase	1
LGEMPL_07865	UPF0311 protein CP911_20660	1
LGEMPL_07855	glycoside-pentoside-hexuronide family transporter	1
LGEMPL_07850	alpha-xylosidase	1
LGEMPL_07845	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	1
LGEMPL_07840	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	1
LGEMPL_07835	Phosphotransferase system IIB components	1
LGEMPL_07830	hypothetical protein	1
LGEMPL_07775	DUF805 domain-containing protein	1
LGEMPL_07820	sodium/glutamate symporter	1
LGEMPL_07815	glycerol kinase GlpK	1
LGEMPL_07810	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	1
LGEMPL_07805	Cell division protein ZapB	1
LGEMPL_07800	ABC-type sulfate transport system, periplasmic component	1
LGEMPL_07795	CDP-diacylglycerol diphosphatase	1
LGEMPL_07790	Di- and tricarboxylate antiporter	1
LGEMPL_07785	triose-phosphate isomerase	1
LGEMPL_07780	hypothetical protein	1
LGEMPL_07825	Xanthine permease XanP	1
LGEMPL_06775	Cytoskeletal protein CcmA, bactofilin family	1
LGEMPL_06770	oxidoreductase	1
LGEMPL_06765	Quercetin 2,3-dioxygenase	1
LGEMPL_06760	gluconate operon transcriptional repressor GntR	1
LGEMPL_06755	gluconokinase	1
LGEMPL_06750	gluconate transporter	1
LGEMPL_06745	aspartate-semialdehyde dehydrogenase	1
LGEMPL_06740	1,4-alpha-glucan branching enzyme	1
LGEMPL_07285	Nitrate/nitrite transporter NarK	1
LGEMPL_06730	glucose-1-phosphate adenylyltransferase	1
LGEMPL_06725	glycogen synthase GlgA	1
LGEMPL_06720	glycogen phosphorylase	1
LGEMPL_06715	Type II toxin-antitoxin system RelE/ParE family toxin	1
LGEMPL_06710	putative transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair)	1
LGEMPL_06705	glycerol-3-phosphate dehydrogenase	1
LGEMPL_06700	thiosulfate sulfurtransferase GlpE	1
LGEMPL_06695	rhomboid family intramembrane serine protease GlpG	1
LGEMPL_06690	DeoR/GlpR family transcriptional regulator	1
LGEMPL_06735	glycogen debranching protein GlgX	1
LGEMPL_06885	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1
