# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	4560981	4561059	+	LNNEOK_22695	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	4561106	4561873	-	LNNEOK_22700	ssuB	aliphatic sulfonates ABC transporter ATP-binding protein	COG:COG1116, COG:P, EC:7.6.2.-, EC:7.6.2.14, GO:0005524, GO:0005886, GO:0016887, RefSeq:WP_001090487.1, SO:0001217, UniParc:UPI0000D507D8, UniRef:UniRef100_A1A9L0, UniRef:UniRef50_Q8U648, UniRef:UniRef90_P0AAI2
contig_1	cds	4561870	4562664	-	LNNEOK_22705	ssuC	aliphatic sulfonate ABC transporter permease SsuC	COG:COG0600, COG:P, EC:7.6.2.-, GO:0016020, GO:0055085, SO:0001217, UniParc:UPI00000DE961, UniRef:UniRef100_A0A0D6ICZ5, UniRef:UniRef50_P75851, UniRef:UniRef90_A0A089Q0I3
contig_1	cds	4562673	4563818	-	LNNEOK_22710	ssuD	FMNH2-dependent alkanesulfonate monooxygenase	COG:COG2141, COG:HR, EC:1.14.14.5, GO:0006790, GO:0008726, GO:0010181, RefSeq:WP_000055973.1, SO:0001217, UniParc:UPI0001F07EBB, UniRef:UniRef100_A0A0K4ERR6, UniRef:UniRef50_Q8FJ93, UniRef:UniRef90_Q8FJ93
contig_1	cds	4563815	4564774	-	LNNEOK_22715	ssuA	aliphatic sulfonate ABC transporter substrate-binding protein SsuA	BlastRules:WP_001244308, COG:COG0715, COG:P, RefSeq:WP_001226260.1, SO:0001217, UniParc:UPI0001608919, UniRef:UniRef100_A0A0D8W1K3, UniRef:UniRef50_P75853, UniRef:UniRef90_Q3Z3I5
contig_1	cds	4564767	4565342	-	LNNEOK_22720	ssuE	NADPH-dependent FMN reductase	COG:C, COG:COG0431, EC:1.5.1.38, GO:0006974, GO:0008752, GO:0009970, GO:0042803, GO:0046306, GO:0052873, GO:1990202, RefSeq:WP_001263945.1, SO:0001217, UniParc:UPI0000D507DA, UniRef:UniRef100_E2QJE8, UniRef:UniRef50_P80644, UniRef:UniRef90_P80644
contig_1	ncRNA-region	4565511	4565584	+			PyrD leader	RFAM:RF02373, SO:0000140
contig_1	cds	4565579	4566589	+	LNNEOK_22725	pyrD	quinone-dependent dihydroorotate dehydrogenase	COG:COG0167, COG:F, EC:1.3.5.2, GO:0004152, GO:0005737, GO:0005886, GO:0006207, GO:0006222, GO:0016020, GO:0044205, GO:0106430, RefSeq:WP_001538524.1, SO:0001217, UniParc:UPI0002A31C5F, UniRef:UniRef100_A0A8B5HTW4, UniRef:UniRef50_P45477, UniRef:UniRef90_Q8Z7S9
contig_1	cds	4566763	4567305	+	LNNEOK_22730	zapC	cell division protein ZapC	BlastRules:WP_001220671, GO:0000917, GO:0005737, GO:0043093, RefSeq:WP_001295935.1, SO:0001217, UniParc:UPI000188651E, UniRef:UniRef100_E2QJF0, UniRef:UniRef50_P75862, UniRef:UniRef90_P75862
contig_1	cds	4567302	4568411	-	LNNEOK_22735	ycbX	6-N-hydroxylaminopurine resistance protein YcbX	BlastRules:WP_000212426, COG:COG3217, COG:FV, GO:0003824, GO:0009407, GO:0009636, GO:0030151, GO:0030170, GO:0051537, RefSeq:WP_000224300.1, SO:0001217, UniParc:UPI0000DACDAD, UniRef:UniRef100_A0A192ENM4, UniRef:UniRef50_P75863, UniRef:UniRef90_P75863
contig_1	cds	4568509	4570617	+	LNNEOK_22740	rlmL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	COG:COG1092, COG:J, EC:2.1.1.173, EC:2.1.1.264, GO:0003723, GO:0005737, GO:0008990, GO:0031167, GO:0052915, GO:0070043, RefSeq:WP_001538527.1, SO:0001217, UniParc:UPI0002A3CD2F, UniRef:UniRef100_A0A7B5JZL1, UniRef:UniRef50_Q5E5B4, UniRef:UniRef90_Q8XDB2
contig_1	cds	4570629	4572536	+	LNNEOK_22745	uup	ABC transporter ATP-binding protein	COG:COG0488, COG:R, EC:3.6.1.-, GO:0003677, GO:0005524, GO:0005737, GO:0005886, GO:0006301, GO:0009314, GO:0016887, GO:0043022, RefSeq:WP_001773885.1, SO:0001217, UniParc:UPI0002A27C68, UniRef:UniRef100_UPI0002A27C68, UniRef:UniRef50_P43672, UniRef:UniRef90_P43672
contig_1	cds	4572666	4573919	+	LNNEOK_22750	pqiA	membrane integrity-associated transporter subunit PqiA	COG:COG2995, COG:M, GO:0005886, RefSeq:WP_000333176.1, SO:0001217, UniParc:UPI0000132126, UniRef:UniRef100_P0AFM0, UniRef:UniRef50_P0AFM0, UniRef:UniRef90_P0AFM0
contig_1	cds	4573924	4575564	+	LNNEOK_22755	pqiB	intermembrane transport protein PqiB	COG:COG3008, COG:M, GO:0005886, GO:0030288, GO:0042802, GO:0120009, RefSeq:WP_000445548.1, SO:0001217, UniParc:UPI000191E896, UniRef:UniRef100_A0A0V9REX2, UniRef:UniRef50_P43671, UniRef:UniRef90_P43671
contig_1	cds	4575561	4576124	+	LNNEOK_22760	pqiC	membrane integrity-associated transporter subunit PqiC	RefSeq:WP_000759110.1, SO:0001217, UniParc:UPI00005EF85B, UniRef:UniRef100_E2QJF6, UniRef:UniRef50_H5UX00, UniRef:UniRef90_A0A827ISG2
contig_1	cds	4576380	4576547	+	LNNEOK_22765	rmf	ribosome modulation factor	COG:COG3130, COG:J, GO:0005737, GO:0006417, GO:0043022, GO:0141014, RefSeq:WP_000828648.1, SO:0001217, UniParc:UPI00001342F6, UniRef:UniRef100_P0AFW3, UniRef:UniRef50_P0AFW3, UniRef:UniRef90_P0AFW3
contig_1	cds	4576617	4577243	-	LNNEOK_22770	fabA	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	COG:COG0764, COG:I, EC:4.2.1.59, EC:5.3.3.14, GO:0005737, GO:0006633, GO:0008659, GO:0008693, GO:0034017, KEGG:K01716, SO:0001217, UniParc:UPI00000DE96C, UniRef:UniRef100_B7UN33, UniRef:UniRef50_Q0TJA7, UniRef:UniRef90_A6T748
contig_1	cds	4577204	4578964	-	LNNEOK_22775	ycbZ	Putative Lon protease-like protein	COG:COG1067, COG:O, EC:3.4.21.-, GO:0004176, GO:0004252, GO:0005524, GO:0006508, GO:0030163, RefSeq:WP_000156498.1, SO:0001217, UniParc:UPI0001FB4AF5, UniRef:UniRef100_A0A641HGT4, UniRef:UniRef50_P75867, UniRef:UniRef90_P75867
contig_1	cds	4579150	4579602	+	LNNEOK_22780	matP	macrodomain Ter protein MatP	COG:COG3120, COG:L, GO:0005737, GO:0006355, GO:0007049, GO:0043565, GO:0051301, KEGG:K09911, RefSeq:WP_000877153.1, SO:0001217, UniParc:UPI00000DE96E, UniRef:UniRef100_B7UN35, UniRef:UniRef50_D2TS86, UniRef:UniRef90_D2TS86
contig_1	cds	4579680	4580720	-	LNNEOK_22785	ompA	outer membrane protein A	GO:0006811, GO:0009279, GO:0015288, GO:0046930, RefSeq:WP_001313715.1, SO:0001217, UniParc:UPI0000DACDB2, UniRef:UniRef100_A0A0K5F1I9, UniRef:UniRef50_A0A2S4N3N0, UniRef:UniRef90_B7LNW7, VFDB:VFC0083, VFDB:VFG001443
contig_1	cds	4581076	4581585	-	LNNEOK_22790	sulA	SOS-induced cell division inhibitor SulA	COG:COG5404, COG:D, GO:0000917, GO:0005515, GO:0009432, GO:0051782, RefSeq:WP_000288723.1, SO:0001217, UniParc:UPI000191E8D5, UniRef:UniRef100_A0A2X6EWI0, UniRef:UniRef50_Q6D6D3, UniRef:UniRef90_B7NM15
contig_1	cds	4581804	4582433	+	LNNEOK_22795	sxy	CRP-S regulon transcriptional coactivator Sxy	BlastRules:WP_000839153, GO:0009290, GO:0030420, GO:0051090, GO:1903658, RefSeq:WP_000839136.1, SO:0001217, UniParc:UPI00000DE971, UniRef:UniRef100_A0A0D8W3X3, UniRef:UniRef50_P75869, UniRef:UniRef90_P75869
contig_1	cds	4582396	4584558	-	LNNEOK_22800	yccS	Inner membrane protein YccS	COG:COG1289, COG:S, GO:0005886, RefSeq:WP_000875041.1, SO:0001217, UniParc:UPI00000DE972, UniRef:UniRef100_A0A0J3W3B9, UniRef:UniRef50_P75870, UniRef:UniRef90_P75870
contig_1	cds	4584568	4585014	-	LNNEOK_22805	yccF	YccF domain-containing protein	COG:COG3304, COG:S, RefSeq:WP_001261236.1, SO:0001217, UniParc:UPI00000DE973, UniRef:UniRef100_A0A0D8W1M0, UniRef:UniRef50_P0AB12, UniRef:UniRef90_Q32HU5
contig_1	cds	4585137	4587191	+	LNNEOK_22810	helD	DNA helicase IV	COG:COG1074, COG:L, EC:3.6.4.12, EC:5.6.2.4, GO:0000725, GO:0003677, GO:0003678, GO:0005524, GO:0005829, GO:0016853, GO:0016887, GO:0043138, RefSeq:WP_001538528.1, SO:0001217, UniParc:UPI0002A1A39E, UniRef:UniRef100_A0A330BV55, UniRef:UniRef50_P15038, UniRef:UniRef90_P15038
contig_1	cds	4587223	4587681	-	LNNEOK_22815	mgsA	methylglyoxal synthase	COG:COG1803, COG:G, EC:4.2.3.3, GO:0006007, GO:0008929, GO:0019242, RefSeq:WP_000424181.1, SO:0001217, UniParc:UPI00001107E2, UniRef:UniRef100_A7ZK67, UniRef:UniRef50_A8AIB5, UniRef:UniRef90_A7ZK67
contig_1	cds	4587777	4588439	-	LNNEOK_22820	yccT	DUF2057 domain-containing protein	COG:COG3110, COG:S, RefSeq:WP_000847791.1, SO:0001217, UniParc:UPI000013A5CA, UniRef:UniRef100_A7ZK68, UniRef:UniRef50_B7LNX4, UniRef:UniRef90_A7ZK68
contig_1	cds	4588612	4589025	+	LNNEOK_22825	yccU	Uncharacterized protein YccU	COG:COG1832, COG:R, GO:0005829, RefSeq:WP_000665218.1, SO:0001217, UniParc:UPI00016A2068, UniRef:UniRef100_E2QJG9, UniRef:UniRef50_P75874, UniRef:UniRef90_P75874
contig_1	cds	4589070	4589387	-	LNNEOK_22830	hspQ	heat shock protein HspQ	COG:COG3785, COG:O, GO:0003677, GO:0005737, GO:0009408, RefSeq:WP_001295356.1, SO:0001217, UniParc:UPI00001B5103, UniRef:UniRef100_B7UN45, UniRef:UniRef50_Q8D251, UniRef:UniRef90_B5F1W2
contig_1	cds	4589445	4590620	-	LNNEOK_22835	rlmI	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI	COG:COG1092, COG:J, EC:2.1.1.191, GO:0003723, GO:0005737, GO:0005829, GO:0008649, GO:0009383, GO:0016434, GO:0031167, GO:0042803, GO:0044010, GO:0070475, SO:0001217, UniParc:UPI0002A41F0C, UniRef:UniRef100_A0A4C6ZMN3, UniRef:UniRef50_Q83LM0, UniRef:UniRef90_Q83LM0
contig_1	cds	4590730	4591008	+	LNNEOK_22840	yccX	acylphosphatase	COG:C, COG:COG1254, EC:3.6.1.7, GO:0003998, RefSeq:WP_000048225.1, SO:0001217, UniParc:UPI0001CF617C, UniRef:UniRef100_A0A2S8JN40, UniRef:UniRef50_Q8FJ70, UniRef:UniRef90_Q8FJ70
contig_1	cds	4591005	4591391	-	LNNEOK_22845	tusE	sulfurtransferase TusE	COG:COG2920, COG:J, EC:2.8.1.-, GO:0005737, GO:0008033, GO:0016740, SO:0001217, UniParc:UPI0001F07DD8, UniRef:UniRef100_A0A2X6H7J1, UniRef:UniRef50_Q8XD82, UniRef:UniRef90_Q8XD82
contig_1	cds	4591425	4592084	-	LNNEOK_22850	yccA	FtsH protease modulator YccA	COG:COG0670, COG:P, GO:0005886, GO:0016020, GO:0030162, GO:0043066, RefSeq:WP_001538531.1, SO:0001217, UniParc:UPI0002A2AF25, UniRef:UniRef100_A0A377K8C7, UniRef:UniRef50_P0AAC7, UniRef:UniRef90_P0AAC7
contig_1	tRNA	4592291	4592378	-	LNNEOK_22855	trnS	tRNA-Ser(tga)	SO:0000269
contig_1	cds	4592805	4593923	+	LNNEOK_22860	hyaA	hydrogenase 1 small subunit	BlastRules:WP_001058323, COG:C, COG:COG1740, EC:1.12.99.6, GO:0005886, GO:0008901, GO:0009375, GO:0033748, GO:0046872, GO:0051538, GO:0051539, RefSeq:WP_001538532.1, SO:0001217, UniParc:UPI0002A2F820, UniRef:UniRef100_A0A377KAE1, UniRef:UniRef50_P31892, UniRef:UniRef90_Q83RW9
contig_1	cds	4593920	4595713	+	LNNEOK_22865	hyaB	Ni/Fe-hydrogenase large subunit	COG:C, COG:COG0374, EC:1.12.99.6, GO:0005886, GO:0008901, GO:0016151, GO:0022904, GO:0033748, RefSeq:WP_000107398.1, SO:0001217, UniParc:UPI0000D507E7, UniRef:UniRef100_A0A0D6IDA2, UniRef:UniRef50_P0ACD8, UniRef:UniRef90_P0ACD8
contig_1	cds	4595732	4596439	+	LNNEOK_22870	hyaC	Ni/Fe-hydrogenase b-type cytochrome subunit	COG:C, COG:COG1969, EC:1.12.99.6, GO:0005506, GO:0005886, GO:0006113, GO:0009055, GO:0009061, GO:0009267, GO:0019645, GO:0020037, GO:0033748, GO:0044569, GO:0098567, GO:1902421, RefSeq:WP_001538533.1, SO:0001217, UniParc:UPI0002A19B2A, UniRef:UniRef100_A0A377K925, UniRef:UniRef50_P0AAM2, UniRef:UniRef90_P0AAM2
contig_1	cds	4596436	4597023	+	LNNEOK_22875	hyaD	hydrogenase 1 maturation protease	COG:C, COG:COG0680, EC:3.4.23.-, KEGG:K03605, RefSeq:WP_000003675.1, SO:0001217, UniParc:UPI0001E8C8C9, UniRef:UniRef100_A0A377KAL7, UniRef:UniRef50_P19930, UniRef:UniRef90_A0A376L6Y8
contig_1	cds	4597020	4597418	+	LNNEOK_22880	hyaE	hydrogenase-1 operon protein HyaE	GO:0005048, RefSeq:WP_000063990.1, SO:0001217, UniParc:UPI00000DE981, UniRef:UniRef100_A0A0D8W1N3, UniRef:UniRef50_P19931, UniRef:UniRef90_P19931
contig_1	cds	4597415	4598272	+	LNNEOK_22885		Hydrogenase expression/formation protein	KEGG:K03618, RefSeq:WP_000004930.1, SO:0001217, UniParc:UPI0000DACDB6, UniRef:UniRef100_A0A0K4IR07, UniRef:UniRef50_P19932, UniRef:UniRef90_A0A0P7MXZ9
contig_1	cds	4598406	4599950	+	LNNEOK_22890	appC	cytochrome bd-II oxidase subunit 1	COG:C, COG:COG1271, EC:7.1.1.-, EC:7.1.1.3, GO:0005886, GO:0009055, GO:0009486, GO:0016020, GO:0016682, GO:0019646, GO:0020037, GO:0046872, GO:0070069, KEGG:K00425, RefSeq:WP_000263563.1, SO:0001217, UniParc:UPI000018F7CB, UniRef:UniRef100_A0A0J3W2A6, UniRef:UniRef50_P26459, UniRef:UniRef90_P26459
contig_1	cds	4599962	4601098	+	LNNEOK_22895	appB	cytochrome d ubiquinol oxidase subunit II	EC:7.1.1.-, EC:7.1.1.3, GO:0005886, GO:0009055, GO:0009486, GO:0016682, GO:0019646, GO:0046872, GO:0070069, RefSeq:WP_000460803.1, SO:0001217, UniParc:UPI0000125CB0, UniRef:UniRef100_P26458, UniRef:UniRef50_P26458, UniRef:UniRef90_P26458
contig_1	cds	4601111	4601203	+	LNNEOK_22900	cbdX	cytochrome bd-II oxidase subunit CbdX	EC:7.1.1.7, GO:0005886, GO:0009279, KEGG:K22501, RefSeq:WP_000270305.1, SO:0001217, UniParc:UPI000013A5BE, UniRef:UniRef100_P24244, UniRef:UniRef50_P24244, UniRef:UniRef90_P24244
contig_1	cds	4601283	4602593	+	LNNEOK_22905	appA	bifunctional acid phosphatase/4-phytase	BlastRules:WP_001300464, EC:3.1.3.-, EC:3.1.3.2, EC:3.1.3.26, GO:0003924, GO:0003993, GO:0008252, GO:0008707, GO:0016036, GO:0016311, GO:0030288, GO:0050308, GO:0052745, GO:0071454, RefSeq:WP_001538534.1, SO:0001217, UniParc:UPI0002A1E1F5, UniRef:UniRef100_A0A6C7H8I4, UniRef:UniRef50_P07102, UniRef:UniRef90_P07102
contig_1	ncRNA-region	4602923	4603345	+			cspA thermoregulator	RFAM:RF01766, SO:0002168
contig_1	cds	4603079	4603291	+	LNNEOK_22910	cspG	cold shock protein CspG	COG:COG1278, COG:K, GO:0003677, GO:0005829, RefSeq:WP_000066490.1, SO:0001217, UniParc:UPI000012858A, UniRef:UniRef100_P0A980, UniRef:UniRef50_P36995, UniRef:UniRef90_P0A980
contig_1	cds	4603685	4603858	+	LNNEOK_22915	gnsA	Protein GnsA	GO:0005829, GO:0042802, GO:0042803, RefSeq:WP_001019197.1, SO:0001217, UniParc:UPI000012B8C4, UniRef:UniRef100_P0AC93, UniRef:UniRef50_P0AC93, UniRef:UniRef90_P0AC93
contig_1	cds	4603907	4604980	-	LNNEOK_22920	yccM	Putative electron transport protein YccM	COG:C, COG:COG0348, GO:0005886, GO:0046872, GO:0051539, RefSeq:WP_000818456.1, SO:0001217, UniParc:UPI00000DE986, UniRef:UniRef100_A0A0V9I225, UniRef:UniRef50_P52636, UniRef:UniRef90_P52636
contig_1	cds	4605063	4607750	-	LNNEOK_22925	torS	TMAO reductase system sensor histidine kinase/response regulator TorS	COG:COG2198, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0004721, GO:0005524, GO:0005886, GO:0009061, GO:0042802, GO:0042803, GO:0071310, SO:0001217, UniParc:UPI0002A410EB, UniRef:UniRef100_A0A6H3KYZ0, UniRef:UniRef50_P39453, UniRef:UniRef90_P39453
contig_1	cds	4607878	4608906	+	LNNEOK_22930	torT	TMAO reductase system periplasmic protein TorT	COG:COG1879, COG:G, GO:0000976, GO:0003700, GO:0006355, GO:0009061, GO:0042597, RefSeq:WP_001264953.1, SO:0001217, UniParc:UPI0000D507EE, UniRef:UniRef100_A0A0D8W703, UniRef:UniRef50_P38683, UniRef:UniRef90_P38683
contig_1	cds	4608879	4609571	-	LNNEOK_22935	torR	two-component system response regulator TorR	COG:COG0745, COG:TK, RefSeq:WP_001120112.1, SO:0001217, UniParc:UPI00000E47B6, UniRef:UniRef100_A0A377E5N1, UniRef:UniRef50_P38684, UniRef:UniRef90_A0A376JMA8
contig_1	cds	4609701	4610873	+	LNNEOK_22940	torC	pentaheme c-type cytochrome TorC	COG:C, COG:COG3005, GO:0005506, GO:0005886, GO:0006885, GO:0009055, GO:0009060, GO:0009061, GO:0009276, GO:0009968, GO:0016020, GO:0019645, GO:0020037, GO:0030288, GO:1904852, RefSeq:WP_001230247.1, SO:0001217, UniParc:UPI0000E44F28, UniRef:UniRef100_E2QJN9, UniRef:UniRef50_P33226, UniRef:UniRef90_P33226
contig_1	cds	4610873	4613419	+	LNNEOK_22945	torA	trimethylamine-N-oxide reductase TorA	COG:C, COG:COG0243, EC:1.7.2.3, GO:0006885, GO:0009055, GO:0009060, GO:0009061, GO:0019645, GO:0030151, GO:0030288, GO:0042597, GO:0043546, GO:0050626, GO:1904852, RefSeq:WP_001538536.1, SO:0001217, UniParc:UPI0002A1A36B, UniRef:UniRef100_A0A8B5HUN2, UniRef:UniRef50_P33225, UniRef:UniRef90_P33225
contig_1	cds	4613416	4614015	+	LNNEOK_22950	torD	molecular chaperone TorD	COG:COG3381, COG:O, GO:0005737, GO:0006457, GO:0051259, RefSeq:WP_001538537.1, SO:0001217, UniParc:UPI0002A2277C, UniRef:UniRef100_A0A8B5HR99, UniRef:UniRef50_P36662, UniRef:UniRef90_P36662
contig_1	ncRNA	4614028	4614106	-	LNNEOK_22955	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	ncRNA	4614129	4614207	-	LNNEOK_22960	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	ncRNA	4614230	4614308	-	LNNEOK_22965	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	4614372	4614677	-	LNNEOK_22970	cbpM	chaperone modulator CbpM	RefSeq:WP_000024569.1, SO:0001217, UniParc:UPI00000DE98B, UniRef:UniRef100_B7MIE5, UniRef:UniRef50_A8AI79, UniRef:UniRef90_B7MIE5
contig_1	cds	4614677	4615597	-	LNNEOK_22975	cbpA	curved DNA-binding protein	COG:COG0484, COG:O, GO:0003681, GO:0005737, GO:0006457, GO:0009295, GO:0051082, RefSeq:WP_000420625.1, SO:0001217, UniParc:UPI00000DE98C, UniRef:UniRef100_B7UNY3, UniRef:UniRef50_Q87VN8, UniRef:UniRef90_Q32HR2
contig_1	cds	4616132	4617373	+	LNNEOK_22980	agp	bifunctional glucose-1-phosphatase/inositol phosphatase	EC:3.1.3.10, EC:3.1.3.8, GO:0006007, GO:0008877, GO:0016158, GO:0016311, GO:0030288, GO:0050308, RefSeq:WP_001773887.1, SO:0001217, UniParc:UPI0002A2566F, UniRef:UniRef100_UPI001E373058, UniRef:UniRef50_P19926, UniRef:UniRef90_P19926
contig_1	cds	4617411	4617638	-	LNNEOK_22985	yccJ	Uncharacterized protein YccJ	GO:0005829, RefSeq:WP_001143120.1, SO:0001217, UniParc:UPI000013A5C2, UniRef:UniRef100_P0AB16, UniRef:UniRef50_P0AB16, UniRef:UniRef90_P0AB16
contig_1	cds	4617659	4618255	-	LNNEOK_22990	wrbA	NAD(P)H:quinone oxidoreductase	COG:C, COG:COG0655, EC:1.6.5.2, GO:0003955, GO:0008753, GO:0010181, GO:0050136, GO:0050660, GO:0050661, GO:0051287, RefSeq:WP_001151437.1, SO:0001217, UniParc:UPI000016399C, UniRef:UniRef100_A7ZKA9, UniRef:UniRef50_Q8X4B4, UniRef:UniRef90_Q8X4B4
contig_1	cds	4618628	4618801	+	LNNEOK_22995	ymdF	Uncharacterized protein YmdF	GO:0043709, RefSeq:WP_001273658.1, SO:0001217, UniParc:UPI000013B995, UniRef:UniRef100_P56614, UniRef:UniRef50_P56614, UniRef:UniRef90_P56614
contig_1	cds	4618884	4620212	-	LNNEOK_23000	rutG	pyrimidine utilization transport protein G	COG:COG2233, COG:F, GO:0006864, GO:0015218, GO:0016020, RefSeq:WP_001298362.1, SO:0001217, UniParc:UPI00005EF8D9, UniRef:UniRef100_A0A178T1N8, UniRef:UniRef50_P75892, UniRef:UniRef90_A0A0H2VW73
contig_1	cds	4620233	4620727	-	LNNEOK_23005	rutF	pyrimidine utilization flavin reductase protein F	COG:C, COG:COG1853, EC:1.5.1.42, GO:0006212, GO:0008752, GO:0010181, GO:0019740, GO:0042602, GO:0052874, RefSeq:WP_001028102.1, SO:0001217, UniParc:UPI00019F36A1, UniRef:UniRef100_Q8FJ45, UniRef:UniRef50_Q8XAV0, UniRef:UniRef90_Q8XAV0
contig_1	cds	4620738	4621328	-	LNNEOK_23010	rutE	malonic semialdehyde reductase	COG:C, COG:COG0778, EC:1.1.1.298, GO:0006212, GO:0016491, GO:0019740, GO:0035527, RefSeq:WP_001001162.1, SO:0001217, UniParc:UPI0001E8D15A, UniRef:UniRef100_A0A6D0GBH5, UniRef:UniRef50_Q8FJ44, UniRef:UniRef90_Q8XAU9
contig_1	cds	4621338	4622138	-	LNNEOK_23015	rutD	pyrimidine utilization protein D	COG:COG0596, COG:HR, EC:3.5.1.-, GO:0006212, GO:0016811, GO:0019740, RefSeq:WP_001337722.1, SO:0001217, UniParc:UPI000191E4A8, UniRef:UniRef100_A0A3T6JZX7, UniRef:UniRef50_C8U5H1, UniRef:UniRef90_C8U5H1
contig_1	cds	4622146	4622532	-	LNNEOK_23020	rutC	pyrimidine utilization protein C	EC:3.5.-.-, GO:0006212, GO:0016810, GO:0019740, RefSeq:WP_001126780.1, SO:0001217, UniParc:UPI000013A5E1, UniRef:UniRef100_C8U5H2, UniRef:UniRef50_C8U5H2, UniRef:UniRef90_C8U5H2
contig_1	cds	4622544	4623239	-	LNNEOK_23025	rutB	peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	BlastRules:WP_001393558, COG:COG1335, COG:HR, EC:3.5.1.110, GO:0006212, GO:0016811, GO:0019740, SO:0001217, UniParc:UPI00025CAA37, UniRef:UniRef100_A0A3T6JZX3, UniRef:UniRef50_C6EHJ6, UniRef:UniRef90_B7NLB5
contig_1	cds	4623236	4624327	-	LNNEOK_23030	rutA	pyrimidine utilization protein A	COG:COG2141, COG:HR, EC:1.14.99.46, GO:0004497, GO:0006212, GO:0008150, GO:0010181, GO:0016491, GO:0016705, GO:0019740, GO:0052614, RefSeq:WP_001538538.1, SO:0001217, UniParc:UPI0002A32D22, UniRef:UniRef100_A0A7B5JWY6, UniRef:UniRef50_C9QZ64, UniRef:UniRef90_C9QZ64
contig_1	cds	4624615	4625253	+	LNNEOK_23035	rutR	HTH-type transcriptional regulator RutR	COG:COG1309, COG:K, GO:0003677, GO:0045892, GO:0045893, RefSeq:WP_000191701.1, SO:0001217, UniParc:UPI000013A5D8, UniRef:UniRef100_P0ACU3, UniRef:UniRef50_P0ACU3, UniRef:UniRef90_P0ACU3
contig_1	cds	4625293	4629255	-	LNNEOK_23040	putA	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	COG:COG4230, COG:E, GO:0000987, GO:0001217, GO:0003677, GO:0003700, GO:0003842, GO:0004657, GO:0005829, GO:0005886, GO:0006355, GO:0006561, GO:0006979, GO:0009898, GO:0010133, GO:0016620, GO:0042802, GO:0042803, GO:0043565, GO:0045892, GO:0050660, RefSeq:WP_001538539.1, SO:0001217, UniParc:UPI0002A1A7CA, UniRef:UniRef100_A0A7B5JXE4, UniRef:UniRef50_P09546, UniRef:UniRef90_P09546
contig_1	cds	4629310	4629519	+	LNNEOK_23045		Secreted protein	RefSeq:WP_000979523.1, SO:0001217, UniParc:UPI00000DE997, UniRef:UniRef100_A0A0D8VWT8, UniRef:UniRef50_A0A4S1VSA2, UniRef:UniRef90_A0A4S1VSA2
contig_1	cds	4629678	4631186	+	LNNEOK_23050	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, GO:0005298, GO:0005886, GO:0006814, GO:0015193, GO:0015824, GO:0016020, GO:0031402, GO:0055085, GO:0071235, RefSeq:WP_001018494.1, SO:0001217, UniParc:UPI00000DE998, UniRef:UniRef100_A0A0G9FVR2, UniRef:UniRef50_P07117, UniRef:UniRef90_P07117
contig_1	cds	4631406	4632236	+	LNNEOK_23055	efeU	iron uptake transporter permease EfeU	COG:COG0672, COG:P, GO:0005381, GO:0033573, GO:0034755, RefSeq:WP_000497947.1, SO:0001217, UniParc:UPI0000DACDBE, UniRef:UniRef100_Q0TJ50, UniRef:UniRef50_Q8FJ36, UniRef:UniRef90_Q8FJ36
contig_1	cds	4632294	4633421	+	LNNEOK_23060	efeO	iron uptake system protein EfeO	BlastRules:WP_000154398, COG:COG2822, COG:P, GO:0006826, GO:0042597, RefSeq:WP_000154386.1, SO:0001217, UniParc:UPI0001887524, UniRef:UniRef100_A0A377KAG5, UniRef:UniRef50_P0AB24, UniRef:UniRef90_A1A9S2
contig_1	cds	4633427	4634698	+	LNNEOK_23065	efeB	iron uptake transporter deferrochelatase/peroxidase subunit	COG:COG2837, COG:P, EC:4.98.1.1, GO:0004325, GO:0004601, GO:0020037, GO:0033212, GO:0042597, GO:0046872, RefSeq:WP_001199132.1, SO:0001217, UniParc:UPI00005EF8E2, UniRef:UniRef100_Q0TJ48, UniRef:UniRef50_Q8XAS4, UniRef:UniRef90_Q8XAS4
